"Data Source","World Development Indicators",

"Last Updated Date","2026-04-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Pacific island small states","PSS","Cereal production (metric tons)","AG.PRD.CREL.MT","","23550","23265","22807","19034","15406","15431","17751","24652","21735","23921","21453","19836","19132","19540","25080","26197","25344","25363","30741","33802","32974","32530","28082","32020","35910","33419","24993","34251","33282","31757.92","32855.5","26782.38","26162.84","22945.1","23228.89","22883.28","21325.16","8580.39","22175.56","19593.33","17877.05","16691.26","19409.88","17857.17","19891.26","17878.57","18973","16046.42","15667.87","12277.75","11984.41","8663.25","11688.02","11766.68","11312.62","13445.84","14000.31","12243.01","11996.35","14561.64","15818.72","18723.48","13219.72","1275.25","",
"Post-demographic dividend","PST","Cereal production (metric tons)","AG.PRD.CREL.MT","","317110594","344102156","358784212","348254548","374327481","387592589","414199249","423534892","424602517","389435777","470909367","457785804","477193397","445855781","489488152","497911580","512790112","553184475","563361955","537860446","607274142","619075996","494816848","637856794","653834655","625439804","576867158","498008176","592981119","624386644.8","595363140.99","695570376.16","612772463.25","686774318.63","622492046","715197975.3","721840161.99","727889604.09","705028128.38","722969939.04","711149259.49","665328495.45","704889937.77","812979175.7","761844229.74","698141241.11","769779837.48","846371160.15","829474610","787951550.45","802247488.88","756138225.26","885396017.13","895827672.23","873082605.49","948749761.04","864590345.75","853945902.68","868692501.72","882775104.47","914356502.48","847261156.46","879043481.71","678098002.55","",
"French Polynesia","PYF","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Cereal production (metric tons)","AG.PRD.CREL.MT","","0","0","0","0","0","0","0","0","0","0","161","218","207","236","261","446","370","465","530","640","735","1368","871","1127","1539","1977","3020","3224","3297","3135","3749","3872","5368","3940","4256","5195","5768","5750","7102","7215","6584","6466.77","7083","5490","7094","6740","5002","3150","2219.6","2665","1700","1908","2259","2455","1800.5","1377.3","1374","2308","1011","1503.3","3305","1193.9","2209.4","","",
"Romania","ROU","Cereal production (metric tons)","AG.PRD.CREL.MT","","10612300","9677400","10436000","11106700","12601312","13899300","13511667","12770349","12823540","10631666","14529700","16912500","13810300","13550200","15265815","19791000","18614036","18313459","18586967","19366677","16372668","19954166","17665584","20044700","19502800","19725200","16889500","19286400","18379030","17173554","19306621","12288452","15493054","18183777","19882827","14199688","22107324","15452719","17037346","10477506","18870926","14356504","12964404","24399681","19347775.46","15759324","7814825","16826441","14872952","16712883","20842160","12824138","20897076","22070736","19332821","21764816","27138884","31552790","30411970","18153430","27791090","18860480","20784510","","",
"Russian Federation","RUS","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103793990","96225194","78650928.09","61901840","67441814","86710503","46853327","53778631","64242691","83303483","84730327","65335462","75986000","76192100","76494549","80207513","106417890","95615475.7","59619073.91","91780914.78","68753478.66","90364970.67","103135895.46","102444492.24","117753222.78","131294828.27","109839131.32","117878703.7","130039885.7","117575103.68","153095542.78","136708406.91","","",
"Rwanda","RWA","Cereal production (metric tons)","AG.PRD.CREL.MT","","133290","241286","138927","171009","177702","195570","202304","167606","170692","224801","202435","200886","204248","191488","219392","234042","251013","268321","254496","272570","286273","315917","310385","296475","336601","297331","292285","291592","261500","264908","340704.78","239687.4","233498.11","130072.51","142395.7","183428.88","223433","194226","179004","239705","284708.4","308447","297669","318944","413314","370523","356292","406100","557568.47","676547.9","775438.56","808340.12","932107.27","582270","612865","662566.51","685611.43","711445.6","732107.12","751906.56","809832","807219.18","846384.42","975198.81","",
"South Asia","SAS","Cereal production (metric tons)","AG.PRD.CREL.MT","","106117627","105006122","110778601","114036192","99792320","98853160","116802466","124401663","129431015","136141054","133328213","128630134","142867943","129443399","152336476","144716700","163236249","168680190","151431168","168309494","175538403","164021062","196783020","194690020","197059827","196023853","187494940","216242527","235167987","230213262","228744751.49","237983057.17","240967398.24","249157859.65","245643863.18","242156492.42","261595512.33","258613932.69","282962044.33","284190273.62","290075466.94","262340520.86","285914195.45","275329867.91","288313719.55","294347802.59","311886949.49","326026148.97","311990776.76","328068754.92","357854126.99","358559326.27","359660713.19","367031882.3","354943009.96","369354101.99","378548673.52","394553709.58","398853685.08","419111451.88","433852901.93","431765575.51","455863134.53","457545282.02","",
"Saudi Arabia","SAU","Cereal production (metric tons)","AG.PRD.CREL.MT","","360800","360320","393748","397300","419300","424450","424174","431700","430000","433000","314678","109952","113102","300236","289186","282106","294271","301519","349887","266238","294042","488520","874586","1443643","2187821","2460924","2929420","3692086","3931967","4136772","4574269","4702572","5042521","4859501","2668863","1931516","2338534","2201566","2454119","2167394","2591615","2852747","2948817","3189319","3006637","3042777","2960073","2431704","1585994","1565155","1414016","1084597","881553","1568940","1616813","1507153","1493955","1378885","1293633","1250955","877638","1068744","1192998.83","","",
"Sudan","SDN","Cereal production (metric tons)","AG.PRD.CREL.MT","","1682841","1615349","1792560","1558402","1417047","1184372","2446538","1239410","2001005","2137398","2216000","1796000","2171000","2482200","2857184","3365000","2927000","3272000","1986000","2701000","4105000","2286000","2524500","1448000","4112900","3798600","1699200","5132200","2063500","1729000","4637100","5381200","3101500","5145650","3305200","5202000","4209000","5583000","3066000","3259000","5339000","3714000","6372748","3516000","6243000","5806000","6691000","5269000","5552195","3562350","5598000","3038000","5959500","8072300","4104600","8523000","5519957.59","8875000","5646000","5709038.96","5164937.84","7451248.03","4162048.93","6726871.27","",
"Senegal","SEN","Cereal production (metric tons)","AG.PRD.CREL.MT","","528113","537800","620300","686000","723168","595250","855300","537200","843910","533538","733603","383900","611468","959176","789550","730300","542029","1007066","664187","675935","1209357","781530","523134","709278","1248822","887042","1053882","866900","1066787","977080","1021134","973178","1185204","1066462","1186701","976079","801217","730335","1255629","1025921","1022611","785396","1451891","1053583","1432831","988315","772239","1739656","1831567","1767822.21","1099275","1499756.65","1270937","1251248","2152246","2247093","2516465","2889218.28","2768798.88","3640544.67","3535752.94","3663690","4253209.96","","",
"Singapore","SGP","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Solomon Islands","SLB","Cereal production (metric tons)","AG.PRD.CREL.MT","","200","220","240","260","280","305","152","2032","1422","1930","2997","1321","1219","1220","1237","3829","6269","7658","10224","14256","13866","10538","9481","7137","5954","6500","0","0","0","2580.92","2588.55","2596.19","2603.83","2611.47","2619.1","2570.13","1932.1","1300","3240","4524","2083","2267","1947","2500","3000","3250","2800","2800","2500","2617.28","2777.46","2750.89","2758.53","2748.21","2738.1","2739.92","2746.61","2754.54","2758.36","2754.44","2742.92","2747.77","2752.61","","",
"Sierra Leone","SLE","Cereal production (metric tons)","AG.PRD.CREL.MT","","297619","348855","364887","406627","433450","465000","496450","453550","532110","473923","487650","502800","503200","543450","595650","613350","634900","654900","533000","551100","542100","567650","514350","561237","488150","577406","517225","547000","574100","563100","559700","534215","542425","466400","407600","444300","466800","373010","279832","222472","334600","466479","496093","614202.16","824691","1158933","656252","758302.42","976872.86","1144650.03","1257898.55","1258510.8","1374083.92","1304449.47","987059.65","984599","1025500.63","1038913.14","1084546.17","1170547.98","2131723.24","1528291.53","1536756.31","","",
"El Salvador","SLV","Cereal production (metric tons)","AG.PRD.CREL.MT","","278612","327834","319014","312431","343492","431021","394787","461375","442718","554495","588446","418234","599157","515945","674765","534493","563638","719568","741322","729969","685762","573620","609505","731047","696878","631450","646518","806559","801743","824923","728608","991700","909194","727310","899378","867270","773383","783085","856578","778822","759720","814224","791458","822195","894975","937085","860076","1037707","989851","968601","923938","1090739","1043725","1001957","854471","1072962","1030124.36","817563.23","921410","911983.75","949883.81","900080","881000","895000","",
"San Marino","SMR","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia, Fed. Rep.","SOM","Cereal production (metric tons)","AG.PRD.CREL.MT","","255000","250000","243000","237000","235000","235000","250000","243000","247000","235800","222000","319100","185300","185100","241800","251100","264400","260200","260600","266100","383700","404000","359600","495500","513500","586100","543170","601370","653760","344652.05","255660","208862.89","164925","405209.38","284919.89","282030.41","305334.29","201114","298553.29","392408","429062","441850.38","402824.49","366470","355708.72","260298.84","196970","230588.6","229641","355814.89","118872.5","385345","383243","256619.98","265481.36","142413.68","174518.17","234815.8","185055.97","178064.01","111052.44","140056.33","178060.22","","",
"Serbia","SRB","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8416678","6261226.33","8853132.9","9004416.94","9295194.02","9082265.94","6379255.23","9123502.57","10876563.72","8458144.98","10893437.65","6817938.55","10553412.55","10460848.03","11471927.06","10260714.62","8036910.36","10833519.42","","",
"Sub-Saharan Africa (excluding high income)","SSA","Cereal production (metric tons)","AG.PRD.CREL.MT","","33941717","35538564","36305284","34660552","34745287","33552692","43878624","36443708","41016973","40817547","44879948","43057596","39205262","51781327","49008283","48307890","49716088","49828080","45702660","49749365","58258623","49935792","44096195","45485608","59925598","63697550","60096357","70230665","72148810","64198348.05","69848615.9","61328578.92","73762593.59","77918159.46","70617658.89","80349579.53","75602149.57","78590095.06","77979696.72","78716864.94","79370184.15","82048985.76","87755233.47","87648519.24","96470465.9","99371706.32","97453818.62","109728753.22","102595338.66","116768324.51","107766193.42","116195006.02","116632452.82","131403326.42","121866260.61","127956779.94","136986089.47","143123738.77","137312525.63","149885129.3","149599119.58","156191064.9","155399043.93","92315777.41","",
"South Sudan","SSD","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","842000","898000","1270551","921002","825807","764107","745005","818487","874410","840333","1063299","1086000","","",
"Sub-Saharan Africa","SSF","Cereal production (metric tons)","AG.PRD.CREL.MT","","38144717","39817564","40609284","39114252","39306387","38214092","48604824","41096908","45948673","45887847","50112848","48223896","43575262","56126627","52816993","53015980","54096208","53825440","50906430","56152592","63869000","55329286","50814474","51002427","64165472","68517537","65804093","76367625","77882383","70335878.05","75659280.9","66363463.92","79057418.59","83163115.46","77357980.89","89728806.53","85074956.57","85787424.06","86358614.72","86721694.94","88940525.15","91033908.76","97275013.47","97776601.24","109209207.9","112032812.32","111104814.81","124158727.15","119450836.83","135768576.84","126984780.42","137020656.2","138906844.12","155567670.37","147725772.24","154558031.09","166284334.49","173468156.34","169581108.15","182371343.84","182058662.6","187374345.58","186900794.74","124078950.97","",
"Small states","SST","Cereal production (metric tons)","AG.PRD.CREL.MT","","642595","726426","655326","752832","830660","750914","836760","711546","791532","770741","883022","818602","705366","1055342","953230","854508","1034682","1043079","970417","1095714","1094413","1105955","974170","1223852","1213664","1128151","1106437","1112818","1068114","957013.92","996718.23","1786566.86","2057478.42","1758671.42","1965683.91","2119373.24","2054631.93","1838230.56","1799716.39","1841634.96","1818170.8","1684116.1","1845349.93","1851000.64","1962643.29","1893158.17","2068977.39","2097728.19","2344685.57","2183939.99","2265817.67","2544966.75","2775979.19","3126432.23","3580776.93","2582594.56","3216990.24","2723710.55","3480391.14","3500755.33","2947748.91","3289746.37","2999428.39","105021.58","",
"Sao Tome and Principe","STP","Cereal production (metric tons)","AG.PRD.CREL.MT","","400","400","400","400","400","420","430","440","460","470","480","500","520","530","550","500","500","500","450","450","500","500","600","700","728","900","1200","1500","2000","2700","3600","4000","4000","4300","4000","4500","4000","1352","1487","2230","2500","2550","2600","2650","2757.64","2700","3000","2800","2000","1561.17","1084.5","917.4","776.1","829.6","823.25","768","576","941","761.67","759.56","820.74","780.65","786.98","","",
"Suriname","SUR","Cereal production (metric tons)","AG.PRD.CREL.MT","","72787","80334","75608","89345","101325","98674","120005","116251","113733","145591","136609","123318","164314","162610","175115","172632","203096","224219","236036","257919","281137","301340","268123","302346","299434","300158","271825","265486","261081","196284","229445","261239","217239","218321","216323","228817","213192","188520","180328","163695","191385","157166","193750","174563","163990","182705","179061","182904","229394","226721","235330","224156","262076","275938","268529.07","278166","289517","274001","274408","249874","263776","184264","203185.3","","",
"Slovak Republic","SVK","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3150687","3701137.36","3490484.67","3322454.73","3741302","3485707.64","2829922","2202543","3212188","3197881","2490571","3797352","3585251","2928803","2793485","4137019","3332824","2554376","3714041","3035809.8","3411961","4707654.8","3805712","4847544","3484061","4020160","4104050","4580900","4289470","3382800","4304610","3687160","",
"Slovenia","SVN","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","368753","421684","528787","510936.97","489041.76","545220","558625","479997","496964","499565","614326","402239.86","586833.17","579486.28","496874.72","535319.15","583180.59","536505.02","572622.46","611689.89","580413.33","461461.76","653111.28","628407.59","642479.23","551216.16","597050","642250","749700","700550","576200","666890","672960","",
"Sweden","SWE","Cereal production (metric tons)","AG.PRD.CREL.MT","","3891020","3633020","3514080","4464870","4396560","3505090","4546460","4907600","3982330","4988300","5397150","5135790","4719450","6490010","5167950","5433500","5395310","5741150","5212450","5312200","5695490","5924400","5407140","6897160","5629000","5810730","5170430","4743200","5492500","6379500","5160200","3759700","5241500","4471600","4791000","5954200","5986000","5618400","4931300","5604200","5382000","5398400","5290000","5507800","5050600","4128400","5057600","5195000","5241900","4279500","4656800","5055900","4985200","5775400","6162400","5447300","5949600","3260100","6147700","5954500","4980300","5823200","4328000","","",
"Eswatini","SWZ","Cereal production (metric tons)","AG.PRD.CREL.MT","","50164","50627","45460","39795","40324","44125","70768","59334","68499","72771","116330","129898","96285","124372","101091","105946","75660","103167","73240","104617","99138","55901","33220","154327","178426","108162","104200","140385","99607","109975","63079","95608.09","85555.45","85873.37","152068","120593","139182.11","119176","125057","113870.43","83693.52","68829.59","70528.89","69385.08","75861.15","68496.25","27540.66","61408.33","76480.67","86407.84","77388.12","84187.4","121413.61","121572.06","84589.38","35578.35","86633.02","115701.5","97714.65","89701.89","101839.01","129168.92","87172.99","","",
"Sint Maarten (Dutch part)","SXM","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","Cereal production (metric tons)","AG.PRD.CREL.MT","","1142799","2238756","2033301","1791141","1788800","788948","1691715","1167475","1664463","884104","1138861","2563189","725842","2323962","2196641","2919131","1639217","2456051","1763198","3884236","3559272","2283042","2695630","1444371","2542958","3166999","2300477","5001600","1404498","3100767","3288640","4360612","5387053","5393352.46","6095329","5991428","4322580","5271967","3301339","3512791","5161232","5932429","6227315","5281248","5631256","6302288","5010856","2684688","4738674","3900866","4826260","4597674","4205161","2694207.88","4383804","2661613","2934757.33","1733917.83","6356135.92","5322400.4","2514776.43","2276238","4878705","4330802","",
"Turks and Caicos Islands","TCA","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Cereal production (metric tons)","AG.PRD.CREL.MT","","755600","695100","950000","770100","664000","703855","725205","721400","715350","676354","663885","485010","468000","593830","590950","590000","619500","640700","549700","572800","401400","392900","449729","354966","704919","634644","548556","808086","616841","601390","812000","976310","617078","1174869","907316","877738","985833","1291715","1249798","930038","1321294","1212390","1618139","1212903","1824463","1998148","1972035","1927679","1581067","3247583","1657180","3172411","2622545","2748668","2452528","2873660","2716901","3021972.6","2925292","2882262.08","2620314.17","2798641","2643417","2709156","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Cereal production (metric tons)","AG.PRD.CREL.MT","","157934152","173166747","189611204","207306068","215089712","232593695","234696540","236921076","238995438","268898915","280438014","268733050","293573312","305363189","318288001","325807492","317049284","355207445","375558730","373333558","386002632","416061639","452880080","478008443","456062806","469363259","471284085","474626846","495980335","532343842.56","526258780.79","539731601.04","543505441.32","537737193.14","567328609.5","607771386.23","599148891.48","612244128.26","620899798.34","579840771.39","573845524.79","576965997.94","562399010.78","605529948.06","629799341.65","657207972.98","670882442.68","705857946.9","713789429.25","733893299.86","759449397.45","785230733.16","798181672.74","801382146.3","855293433.45","850319080.79","856184442.73","852027581.5","844484192.5","848055808.15","870638546.12","874826161.32","880490929.19","34396137.34","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Cereal production (metric tons)","AG.PRD.CREL.MT","","44162267","43230233","47902086","45236386","49162960","53462221","53758405","52468024","55191847","50210410","62939700","64773083","59332794","60848975","65407470","74463449","70823095","72637672","70931949","70649623","70973363","78616214","73254799","81039900","76115234","83657136","80532961","83499001","79396170","84411378","87677269.61","257719152.39","259153083.34","220342125.62","204282130.42","194139066.98","241076548.25","182375408.76","190145108.84","189982607.09","243290131.08","245029518.33","203966389.08","254751922.98","245423232.37","241093130.56","229940025.05","295898337.9","287436630.23","232417253.16","303973096.52","245088560.84","308129465.81","323274148.96","315715227.08","343466912.51","354706239.36","341581389.64","357361127.51","357428590.4","368054732.37","370041740.5","363794347.53","132572049.59","",
"Togo","TGO","Cereal production (metric tons)","AG.PRD.CREL.MT","","173900","185530","219642","227500","237487","302968","247238","245000","234000","322580","347790","283040","279204","245207","265210","233970","258250","270183","315228","295620","290838","308260","291452","439756","370644","366002","368225","503770","565807","483958","464877","494785","633126","572507","591264","686596","748221","624267","759376","740520","814714","801479","807299","799023","833289","885517","877647","935210","1061456","1045866","1057893","1268350","1213807","1310851","1249728","1263762","1301069","1339107","1372361","1355508","1403574","1439850","1514448.12","","",
"Thailand","THA","Cereal production (metric tons)","AG.PRD.CREL.MT","","10768676","11935829","13049143","12555500","12258668","14757800","12465400","13804400","15193700","15857700","16191500","13832200","17381000","16140400","18398868","17897789","15733592","20485617","18828814","20612202","21509964","20132738","23439992","24517269","25614834","23401196","21413971","26168704","25241350","21169497","24462238","23864309.8","22017633.8","25347074","26413003.88","27143793.4","27617108.68","27814014.05","28660816.74","30529251","33822931.02","32806558.46","34289394.42","33405924.16","34964181.01","34133744.02","36686811.91","36598693.66","37363714.6","40933902.61","43447714.68","43438509","42040227","37855165.68","32890604.99","36677356.95","38169115.77","37857467.3","33612281.85","37210781.64","38320298.67","38829805.16","38532088.18","","",
"Tajikistan","TJK","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","271733","266735","215435","242350","387377","559463","490619","474338","544994","477651","687559","866197","860340","902912","892884","906552","909500","1399868","1382559","1034798.1","1175450.4","1328800","1257988.9","1324044.4","1367078.2","1365514.8","1218840","1336387.1","1314560.91","1466073.31","1461222.39","1395441.73","1552463.98","",
"Turkmenistan","TKM","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","731705","1008800","1120000","1102050","544800","759300","1278400","1566800","1751000","1832000","2461000","2667000","2785000","3035000","3489000","1121770","1032020","1447360","1535230","1203130","1394234.77","1584000","1410000","1617000","1719101.35","1692519","1186738","1767976.7","1599474.13","1587176.12","1556079.24","1468654.8","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Cereal production (metric tons)","AG.PRD.CREL.MT","","47047705","47935508","52760438","59507536","57464949","59184275","64010803","62047805","64356073","70894648","72008443","67540968","74459375","77899015","80004438","86207495","85987270","85278117","83475907","87862369","102948743","104632751","98963351","105663294","109371625","104792709","111167729","107403247","105124129","97540798","101899749.45","117392258.77","115039881.07","119708068.78","123331840.73","125362106.79","131864791.93","129892083.71","132855753.37","137359757.52","149770046.11","137641572.48","161835904.13","161227819.46","153200655.5","156271956.67","179191473.78","186757448.38","163908348.89","193091522.44","191922094.45","201872458.46","225295986.36","231323934.89","233688617.12","229907339.91","270586167.54","249116206.15","280400054.97","285847596.57","281381076.3","293419553.02","297856227.6","250653136.28","",
"Timor-Leste","TLS","Cereal production (metric tons)","AG.PRD.CREL.MT","","34257","35300","32372","28058","24833","27404","31619","34722","28474","29494","21953","24875","30849","38000","45000","49000","58000","66000","73000","80000","77000","81000","84000","92000","93000","94213","99054","97022","99344","132765","157966","134932","156289","158200","149735","159223","136968","95779","104035","139449","122845","147370","135608","117203","151106","174394","131946","180430","255490","261816.18","148080","182005","188121","191297","213902","156565.16","137114.64","143213.78","123512","127589","101513","172500","168000","","",
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","TMN","Cereal production (metric tons)","AG.PRD.CREL.MT","","27111711","34094248","33262591","32792745","35203948","31556431","35548163","43339468","41109566","40587660","39772403","46551637","41178511","44606100","47049380","51902476","44049603","48557927","48408203","53017230","51736158","53876245","52098082","49122745","56832692","62133215","56988926","62483566","60105085","67727406","74076105.93","72315071.94","74621763.18","77813632.65","75920496.95","89164573.93","76405421.64","89080001.58","78233576.85","74909610.03","79403257.19","89844965.54","100126606.45","100988709.33","103597262.03","108903333.53","105601954.23","89564407.05","112101895.44","102679292.02","106712186.92","106230900.55","116139703.22","113913435.35","114204630.42","110156813.35","114205548.3","108378282.23","122071032.27","123742639.81","122072774.28","111645430.82","123582648.93","19623183.94","",
"Tonga","TON","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Cereal production (metric tons)","AG.PRD.CREL.MT","","106117627","105006122","110778601","114036192","99792320","98853160","116802466","124401663","129431015","136141054","133328213","128630134","142867943","129443399","152336476","144716700","163236249","168680190","151431168","168309494","175538403","164021062","196783020","194690020","197059827","196023853","187494940","216242527","235167987","230213262","228744751.49","237983057.17","240967398.24","249157859.65","245643863.18","242156492.42","261595512.33","258613932.69","282962044.33","284190273.62","290075466.94","262340520.86","285914195.45","275329867.91","288313719.55","294347802.59","311886949.49","326026148.97","311990776.76","328068754.92","357854126.99","358559326.27","359660713.19","367031882.3","354943009.96","369354101.99","378548673.52","394553709.58","398853685.08","419111451.88","433852901.93","431765575.51","455863134.53","457545282.02","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Cereal production (metric tons)","AG.PRD.CREL.MT","","38144717","39817564","40609284","39114252","39306387","38214092","48604824","41096908","45948673","45887847","50112848","48223896","43575262","56126627","52816993","53015980","54096208","53825440","50906430","56152592","63869000","55329286","50814474","51002427","64165472","68517537","65804093","76367625","77882383","70335878.05","75659280.9","66363463.92","79057418.59","83163115.46","77357980.89","89728806.53","85074956.57","85787424.06","86358614.72","86721694.94","88940525.15","91033908.76","97275013.47","97776601.24","109209207.9","112032812.32","111104814.81","124158727.15","119450836.83","135768576.84","126984780.42","137020656.2","138906844.12","155567670.37","147725772.24","154558031.09","166284334.49","173468156.34","169581108.15","182371343.84","182058662.6","187374345.58","186900794.74","124078950.97","",
"Trinidad and Tobago","TTO","Cereal production (metric tons)","AG.PRD.CREL.MT","","12560","13300","13200","13100","12200","12000","12500","12179","11547","11885","14166","16022","15561","22025","24886","25432","24937","17705","20317","12723","6141","6403","6216","6946","6960","7421","9609","10479","15008","16913","19100","25522","21204","22312.6","14604.47","22245.21","11626.9","11577","4109.7","7231","5073","7178","4674.8","4720","5132","4555","6163","6177","5226","5460.97","6123.66","5621.9","6292.19","6406.38","5440.4","5533.76","5650.57","5032.2","5575","5734","5351.1","5125","5326","","",
"Tunisia","TUN","Cereal production (metric tons)","AG.PRD.CREL.MT","","561618","814367","1193300","922000","1141500","813000","683000","812600","632400","704400","835800","1231300","1128200","1108600","1271100","1078300","880300","959000","979500","1196800","1262000","1285000","951000","1053420","2098000","782000","1919500","450000","655600","1654847","2575807.87","2219391.11","1939794.77","679200","647471.25","2896345.29","1084468.01","1697420","1838969.98","1121988.94","1391500","550525.53","2318389.89","2164100","2135245.83","1647564.82","2024803.65","1223939.59","2567679.41","1113434.14","2343805.56","2305900","1328220","2350002.51","1339798.43","1324694.61","1637797.47","1444372.59","2426888.76","1564885.76","1679245.07","1713880.94","612415.4","1504225.72","",
"Turkiye","TUR","Cereal production (metric tons)","AG.PRD.CREL.MT","","12729100","14728000","17487100","14454700","14756700","16511200","16962300","15963700","17185300","15989280","20915700","18719180","15708780","17066800","22211050","24459800","24322000","24363200","25750608","24418700","25526400","26558000","24491750","26314243","26493152","29358150","29282150","30893702","23498600","30201369","31129155","29139250","31733450","27000400","28168560","29329100","29747175","33175972","28876920","32240094","29563560","30822650","30798600","34145410","36464200","34636645","29250013","29279920","33569627","32764875","35195055","33370865","37475610","32708005","38632438","35276615","36126157","34395628","34398698","37184688","31864404","38667033","42193311","39017292","",
"Tuvalu","TUV","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Cereal production (metric tons)","AG.PRD.CREL.MT","","1015200","1031678","1377714","1132828","1122892","1346427","1160095","985114","1086208","1003094","1229561","1200069","1572340","1376313","2138000","2386000","2639000","2750909","3227050","2960500","2843000","3006500","2873831","3142085","3622492","3778232","4034615","3664265","4785811","3960300","3857815","3538050","3916590","2952900","4654287.42","4873811.46","3364446.14","4466774.34","4009929.33","3622945.07","4537267.3","6371183.5","4109738.38","6706622","5394302","5745560","6402080","7651930","5807305","8643198","7955143","8119819","8867188","10874542","10054817.52","10797277.27","10346519.01","10831072.34","10408437.72","12488723.31","12390737.72","11933596.69","12789232.32","","",
"Uganda","UGA","Cereal production (metric tons)","AG.PRD.CREL.MT","","895200","902000","912650","923300","1057750","1071083","1082153","1292642","1624151","1652360","1448000","1535600","1466600","1389000","1749000","1681000","1522000","1545600","1270000","1078000","1165000","1093000","1399000","944000","1170974","1057985","1220000","1398000","1635726","1580000","1576000","1742800","1880000","1936000","2030000","1588000","1625000","2085000","2178000","2112000","2309000","2368000","2508000","2274000","2526000","2557029","2632381","3129052","3204738","3270391","3500763","3546438","3508500","3662246","3720394","3278888","3412916","4075377","3120000","4032000","4229600","5525000","5720000","5670000","",
"Ukraine","UKR","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35558039.58","42732797.87","32860971.06","32360000","23449056","34394720","25699039.3","23960468.59","23814123.87","38886120.16","37984706.45","27493983.59","40996700","37258000","33518621.59","28945257.88","52747334.16","45413410.45","38685986.74","56263263.02","45750171.09","62687581.61","63388560","59627180","65217850","60735683.33","69154567.78","74481803.68","64374797.76","85368634.79","53536000.57","59318005.32","55651880","",
