Crop,Region,District,Year,Area_Planted_ha,Yield_kg_per_ha,Production_tonnes
Avocados,Ghana (National),,2012,1900.0,4605.3,8750.07
Avocados,Ghana (National),,2013,1885.0,4618.3,8705.4955
Avocados,Ghana (National),,2014,1900.0,4578.9,8699.91
Avocados,Ghana (National),,2015,1932.0,4555.2,8800.6464
Avocados,Ghana (National),,2016,1974.0,4534.4,8950.9056
Avocados,Ghana (National),,2017,2011.0,4519.7,9089.1167
Avocados,Ghana (National),,2018,2047.0,4501.1,9213.7517
Avocados,Ghana (National),,2019,2080.0,4479.5,9317.36
Avocados,Ghana (National),,2020,2108.0,4463.2,9408.4256
Avocados,Ghana (National),,2021,2078.0,4575.9,9508.7202
Avocados,Ghana (National),,2022,2089.0,4506.0,9413.034
Avocados,Ghana (National),,2023,2091.0,4514.8,9440.446800000002
Avocados,Ghana (National),,2024,2086.0,4532.2,9454.169199999998
Bananas,Ghana (National),,2012,7600.0,10526.3,79999.88
Bananas,Ghana (National),,2013,7800.0,10800.0,84240.0
Bananas,Ghana (National),,2014,7955.0,11000.0,87505.0
Bananas,Ghana (National),,2015,7955.0,11000.0,87505.0
Bananas,Ghana (National),,2016,7955.0,11000.0,87505.0
Bananas,Ghana (National),,2017,8305.0,11220.5,93186.2525
Bananas,Ghana (National),,2018,8706.0,11380.4,99077.7624
Bananas,Ghana (National),,2019,9190.0,11534.9,106005.731
Bananas,Ghana (National),,2020,9678.0,11627.2,112528.0416
Bananas,Ghana (National),,2021,9908.0,11890.8,117814.0464
Bananas,Ghana (National),,2022,10409.0,11876.5,123622.4885
Bananas,Ghana (National),,2023,10848.0,11984.1,130003.5168
Bananas,Ghana (National),,2024,11170.0,12091.6,135063.172
"Beans, dry",Ghana (National),,2012,168800.0,1322.3,223204.24
"Beans, dry",Ghana (National),,2013,162000.0,1237.0,200394.0
"Beans, dry",Ghana (National),,2014,165720.0,1213.8,201150.936
"Beans, dry",Ghana (National),,2015,165720.0,1213.8,201150.936
"Beans, dry",Ghana (National),,2016,112910.0,1268.4,143215.044
"Beans, dry",Ghana (National),,2017,129132.0,1320.3,170492.9796
"Beans, dry",Ghana (National),,2018,129783.0,1361.3,176673.5979
"Beans, dry",Ghana (National),,2019,123942.0,1318.8,163454.7096
"Beans, dry",Ghana (National),,2020,127619.0,1327.9,169465.27010000002
"Beans, dry",Ghana (National),,2021,127114.0,1372.8,174502.0992
"Beans, dry",Ghana (National),,2022,126225.0,1335.9,168623.9775
"Beans, dry",Ghana (National),,2023,126986.0,1318.1,167380.24659999998
"Beans, dry",Ghana (National),,2024,126775.0,1310.4,166125.96
"Cashew nuts, in shell",Ghana (National),,2012,75000.0,533.3,39997.5
"Cashew nuts, in shell",Ghana (National),,2013,79000.0,531.6,41996.4
"Cashew nuts, in shell",Ghana (National),,2014,85000.0,588.2,49997.00000000001
"Cashew nuts, in shell",Ghana (National),,2015,85000.0,588.2,49997.00000000001
"Cashew nuts, in shell",Ghana (National),,2016,142275.0,550.1,78265.4775
"Cashew nuts, in shell",Ghana (National),,2017,167329.0,537.9,90006.26909999999
"Cashew nuts, in shell",Ghana (National),,2018,192458.0,532.7,102522.3766
"Cashew nuts, in shell",Ghana (National),,2019,161400.0,532.6,85961.64
"Cashew nuts, in shell",Ghana (National),,2020,240230.0,533.0,128042.59
"Cashew nuts, in shell",Ghana (National),,2021,296259.0,533.6,158083.80240000002
"Cashew nuts, in shell",Ghana (National),,2022,374511.0,534.0,199988.874
"Cashew nuts, in shell",Ghana (National),,2023,374129.0,534.6,200009.3634
"Cashew nuts, in shell",Ghana (National),,2024,408433.0,535.2,218593.3416
Cassava,ASHANTI,,2011,121540.513605,15636.3,1900443.79606
Cassava,BRONG AHAFO,,2011,184903.0,15593.87,2883352.5700000003
Cassava,CENTRAL ,,2011,122274.86,16168.05,1976946.196
Cassava,EASTERN ,,2011,186165.0,20724.35,3858148.75
Cassava,GREATER ACCRA,,2011,6741.5,10659.79,71863.0
Cassava,NORTHERN,,2011,89320.0,14928.42,1333406.4
Cassava,VOLTA,,2011,105169.0,15784.18,1660006.6391999996
Cassava,WESTERN,,2011,73250.0,7600.0,556700.0
Cassava,Western, Amenfi East,2011,5300.0,8100.0,42930.0
Cassava,Western,Amenfi  West (Wassa Amenfi),2011,3500.0,9400.0,32900.0
Cassava,Western,Aowin -Suaman,2011,11300.0,7950.0,89835.0
Cassava,Western,Bia,2011,3650.0,8000.0,29200.0
Cassava,Western,Bibiani-Anhwiaso-Bekwai,2011,7300.0,10010.0,73073.0
Cassava,Western,East Nzema,2011,5850.0,9400.0,54990.0
Cassava,Western,Jomoro,2011,4700.0,9700.0,45590.0
Cassava,Western,Juabeso,2011,5800.0,,
Cassava,Western,Mporhor Wassa East,2011,5750.0,10600.0,60950.0
Cassava,Western,Sefwi-Wiaso,2011,9700.0,10600.0,102820.0
Cassava,Western,Shama Ahanta East,2011,2400.0,7600.0,18240.0
Cassava,Western,Wassa West,2011,4000.0,8600.0,34400.0
Cassava,Western,West Ahanta,2011,4000.0,9200.0,36800.0
"Cassava, fresh",Ghana (National),,2012,868550.0,16748.9,14547257.095000004
"Cassava, fresh",Ghana (National),,2013,875185.0,18270.4,15989980.024000002
"Cassava, fresh",Ghana (National),,2014,888847.0,20023.9,17798183.4433
"Cassava, fresh",Ghana (National),,2015,916544.0,18780.1,17212787.9744
"Cassava, fresh",Ghana (National),,2016,938725.0,18960.0,17798226.0
"Cassava, fresh",Ghana (National),,2017,917000.0,20729.3,19008768.1
"Cassava, fresh",Ghana (National),,2018,977000.0,21336.7,20845955.9
"Cassava, fresh",Ghana (National),,2019,1021000.0,22282.1,22750024.1
"Cassava, fresh",Ghana (National),,2020,1061000.0,22967.0,24367987.0
"Cassava, fresh",Ghana (National),,2021,1051000.0,23784.0,24996984.0
"Cassava, fresh",Ghana (National),,2022,1048809.0,24416.2,25607930.3058
"Cassava, fresh",Ghana (National),,2023,1060877.0,25071.9,26598202.056300003
"Cassava, fresh",Ghana (National),,2024,1079366.0,25865.0,27917801.59
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",Ghana (National),,2012,14000.0,7142.9,100000.6
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",Ghana (National),,2013,13980.0,7353.5,102801.93
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",Ghana (National),,2014,14181.0,7575.5,107428.1655
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",Ghana (National),,2015,14910.0,7408.1,110454.771
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",Ghana (National),,2016,14357.0,7445.5,106895.0435
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",Ghana (National),,2017,14442.0,7468.2,107855.7444
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",Ghana (National),,2018,14572.0,7477.1,108956.3012
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",Ghana (National),,2019,14723.0,7492.4,110310.6052
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",Ghana (National),,2020,14900.0,7509.7,111894.53
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",Ghana (National),,2021,14769.0,7474.2,110386.4598
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",Ghana (National),,2022,14834.0,7473.8,110866.3492
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",Ghana (National),,2023,14890.0,7457.7,111045.153
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",Ghana (National),,2024,14945.0,7411.4,110763.373
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Ghana (National),,2012,13700.0,8029.2,110000.04
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Ghana (National),,2013,14110.0,8270.0,116689.7
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Ghana (National),,2014,14400.0,8500.0,122400.0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Ghana (National),,2015,14400.0,8500.0,122400.0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Ghana (National),,2016,14400.0,8500.0,122400.0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Ghana (National),,2017,14400.0,8179.1,117779.04
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Ghana (National),,2018,14262.0,8397.7,119767.9974
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Ghana (National),,2019,14132.0,8675.1,122596.5132
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Ghana (National),,2020,14300.0,8840.5,126419.15
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Ghana (National),,2021,14456.0,8503.6,122928.0416
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Ghana (National),,2022,14678.0,8446.6,123979.1948
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Ghana (National),,2023,14705.0,8462.6,124442.533
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Ghana (National),,2024,14731.0,8402.8,123781.6468
Cocoa beans,Ghana (National),,2012,1600300.0,549.5,879364.85
Cocoa beans,Ghana (National),,2013,1600300.0,522.1,835516.63
Cocoa beans,Ghana (National),,2014,1683765.0,510.0,858720.15
Cocoa beans,Ghana (National),,2015,1683765.0,510.0,858720.15
Cocoa beans,Ghana (National),,2016,1683765.0,510.0,858720.15
Cocoa beans,Ghana (National),,2017,1863830.0,520.1,969377.983
Cocoa beans,Ghana (National),,2018,1726616.0,524.0,904746.784
Cocoa beans,Ghana (National),,2019,1536624.0,528.2,811644.7968000001
Cocoa beans,Ghana (National),,2020,1486060.0,538.3,799946.0979999999
Cocoa beans,Ghana (National),,2021,1904331.0,550.0,1047382.05
Cocoa beans,Ghana (National),,2022,1218838.0,560.6,683280.5828000001
Cocoa beans,Ghana (National),,2023,1150057.0,568.4,653692.3988
Cocoa beans,Ghana (National),,2024,919824.0,576.2,530002.5888
"Coconuts, in shell",Ghana (National),,2012,64291.0,5366.2,344998.3642
"Coconuts, in shell",Ghana (National),,2013,67747.0,5405.1,366179.3097
"Coconuts, in shell",Ghana (National),,2014,70480.0,5397.0,380380.56
"Coconuts, in shell",Ghana (National),,2015,71056.0,5353.2,380376.9792
"Coconuts, in shell",Ghana (National),,2016,71553.0,6372.9,456000.1137
"Coconuts, in shell",Ghana (National),,2017,87335.0,5276.2,460796.927
"Coconuts, in shell",Ghana (National),,2018,83742.0,5660.3,474004.8426
"Coconuts, in shell",Ghana (National),,2019,80438.0,6027.0,484799.826
"Coconuts, in shell",Ghana (National),,2020,77000.0,6420.8,494401.6
"Coconuts, in shell",Ghana (National),,2021,77000.0,6415.6,494001.2
"Coconuts, in shell",Ghana (National),,2022,78000.0,6479.5,505401.0
"Coconuts, in shell",Ghana (National),,2023,77000.0,6906.2,531777.4
"Coconuts, in shell",Ghana (National),,2024,76051.0,7163.3,544776.1283000001
Cocoyam,ASHANTI,,2011,64108.8,6012.24,385437.332
Cocoyam,BRONG AHAFO,,2011,49214.0,6743.46,331872.49999999994
Cocoyam,CENTRAL ,,2011,15944.0,5917.42,94347.41
Cocoyam,EASTERN ,,2011,31017.77,8170.84,253441.22499999995
Cocoyam,NORTHERN,,2011,,,0.0
Cocoyam,VOLTA,,2011,6268.1,7861.65,49277.597400000006
Cocoyam,WESTERN,,2011,37810.0,4900.0,185269.0
Cocoyam,Western, Amenfi East,2011,1200.0,5820.0,6984.0
Cocoyam,Western,Amenfi  West (Wassa Amenfi),2011,950.0,4800.0,4560.0
Cocoyam,Western,Aowin -Suaman,2011,5100.0,4800.0,24480.0
Cocoyam,Western,Bia,2011,5700.0,6700.0,38190.0
Cocoyam,Western,Bibiani-Anhwiaso-Bekwai,2011,6500.0,5750.0,37375.0
Cocoyam,Western,East Nzema,2011,100.0,4900.0,490.0
Cocoyam,Western,Jomoro,2011,100.0,3900.0,390.0
Cocoyam,Western,Juabeso,2011,6200.0,,
Cocoyam,Western,Mporhor Wassa East,2011,1600.0,4650.0,7440.0
Cocoyam,Western,Sefwi-Wiaso,2011,9500.0,6800.0,64600.0
Cocoyam,Western,Shama Ahanta East,2011,60.0,4900.0,294.0
Cocoyam,Western,Wassa West,2011,600.0,4750.0,2850.0
Cocoyam,Western,West Ahanta,2011,200.0,4800.0,960.0
"Coffee, green",Ghana (National),,2012,400.0,1500.0,600.0
"Coffee, green",Ghana (National),,2013,450.0,1551.1,697.995
"Coffee, green",Ghana (National),,2014,460.0,1600.0,736.0
"Coffee, green",Ghana (National),,2015,460.0,1600.0,736.0
"Coffee, green",Ghana (National),,2016,460.0,1600.0,736.0
"Coffee, green",Ghana (National),,2017,460.0,1600.0,736.0
"Coffee, green",Ghana (National),,2018,460.0,1600.0,736.0
"Coffee, green",Ghana (National),,2019,460.0,1600.0,736.0
"Coffee, green",Ghana (National),,2020,460.0,1600.0,736.0
"Coffee, green",Ghana (National),,2021,460.0,1600.0,736.0
"Coffee, green",Ghana (National),,2022,460.0,1600.0,736.0
"Coffee, green",Ghana (National),,2023,460.0,1600.0,736.0
"Coffee, green",Ghana (National),,2024,460.0,1600.0,736.0
"Cow peas, dry",Ghana (National),,2012,168800.0,1322.6,223254.88
"Cow peas, dry",Ghana (National),,2013,162000.0,1237.0,200394.0
"Cow peas, dry",Ghana (National),,2014,165830.0,1213.7,201267.871
"Cow peas, dry",Ghana (National),,2015,162650.0,1250.0,203312.5
"Cow peas, dry",Ghana (National),,2016,146660.0,1407.2,206379.952
"Cow peas, dry",Ghana (National),,2017,153910.0,1374.0,211472.34
"Cow peas, dry",Ghana (National),,2018,157000.0,1509.6,237007.2
"Cow peas, dry",Ghana (National),,2019,169000.0,1503.0,254007.0
"Cow peas, dry",Ghana (National),,2020,169000.0,1520.7,256998.3
"Cow peas, dry",Ghana (National),,2021,180000.0,1666.7,300006.0
"Cow peas, dry",Ghana (National),,2022,192573.0,1662.0,320056.326
"Cow peas, dry",Ghana (National),,2023,185376.0,1660.0,307724.16
"Cow peas, dry",Ghana (National),,2024,191625.0,1691.3,324095.3625
Cowpea,ASHANTI,,2011,8212.575,290.64,2386.92
Cowpea,BRONG AHAFO,,2011,7690.0,946.73,7280.349999999999
Cowpea,EASTERN ,,2011,,,0.0
Cowpea,NORTHERN,,2011,62544.0,1994.12,124720.47800000002
Cowpea,UPPER EAST,,2011,25880.0,614.76,15910.000000000002
Cowpea,UPPER WEST,,2011,75955.5,1119.03,84996.3
Cowpea,VOLTA,,2011,1973.2,701.68,1384.5480000000002
Cowpea,WESTERN,,2011,,,0.0
Cucumbers and gherkins,Ghana (National),,2012,10.0,12000.0,120.0
Cucumbers and gherkins,Ghana (National),,2013,10.0,12635.5,126.355
Cucumbers and gherkins,Ghana (National),,2014,10.0,13000.0,130.0
Cucumbers and gherkins,Ghana (National),,2015,10.0,13351.4,133.514
Cucumbers and gherkins,Ghana (National),,2016,10.0,12877.5,128.775
Cucumbers and gherkins,Ghana (National),,2017,10.0,13255.4,132.554
Cucumbers and gherkins,Ghana (National),,2018,10.0,12813.7,128.137
Cucumbers and gherkins,Ghana (National),,2019,10.0,13236.0,132.36
Cucumbers and gherkins,Ghana (National),,2020,9.0,13579.1,122.2119
Cucumbers and gherkins,Ghana (National),,2021,9.0,13907.2,125.1648
Cucumbers and gherkins,Ghana (National),,2022,10.0,13788.7,137.887
Cucumbers and gherkins,Ghana (National),,2023,9.0,14210.4,127.8936
Cucumbers and gherkins,Ghana (National),,2024,9.0,14381.0,129.429
"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",Ghana (National),,2012,32.0,5312.5,170.0
"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",Ghana (National),,2013,32.0,5312.5,170.0
"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",Ghana (National),,2014,32.0,5305.7,169.7824
"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",Ghana (National),,2015,34.0,5328.7,181.1758
"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",Ghana (National),,2016,33.0,5315.8,175.4214
"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",Ghana (National),,2017,33.0,5329.8,175.8834
"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",Ghana (National),,2018,33.0,5354.9,176.71169999999998
"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",Ghana (National),,2019,34.0,5108.8,173.69920000000002
"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",Ghana (National),,2020,35.0,5139.9,179.8965
"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",Ghana (National),,2021,34.0,5199.6,176.7864
"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",Ghana (National),,2022,34.0,5149.3,175.0762
"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",Ghana (National),,2023,34.0,5162.8,175.5352
"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",Ghana (National),,2024,34.0,5170.5,175.797
Eggplants (aubergines),Ghana (National),,2012,6000.0,7666.7,46000.2
Eggplants (aubergines),Ghana (National),,2013,6200.0,7900.0,48980.0
Eggplants (aubergines),Ghana (National),,2014,6330.0,8100.0,51273.0
Eggplants (aubergines),Ghana (National),,2015,6330.0,8100.0,51273.0
Eggplants (aubergines),Ghana (National),,2016,6330.0,8100.0,51273.0
Eggplants (aubergines),Ghana (National),,2017,6328.0,8116.0,51358.048
Eggplants (aubergines),Ghana (National),,2018,6321.0,8130.3,51391.6263
Eggplants (aubergines),Ghana (National),,2019,6310.0,8149.3,51422.083
Eggplants (aubergines),Ghana (National),,2020,6294.0,8170.6,51425.756400000006
Eggplants (aubergines),Ghana (National),,2021,6410.0,8379.7,53713.87700000001
Eggplants (aubergines),Ghana (National),,2022,6409.0,8369.4,53639.4846
Eggplants (aubergines),Ghana (National),,2023,6431.0,8229.4,52923.2714
Eggplants (aubergines),Ghana (National),,2024,6461.0,8268.7,53424.0707
"Ginger, raw",Ghana (National),,2012,77.0,1166.3,89.8051
"Ginger, raw",Ghana (National),,2013,79.0,1136.2,89.7598
"Ginger, raw",Ghana (National),,2014,79.0,1157.8,91.4662
"Ginger, raw",Ghana (National),,2015,80.0,1180.7,94.456
"Ginger, raw",Ghana (National),,2016,81.0,1186.1,96.0741
"Ginger, raw",Ghana (National),,2017,83.0,1128.4,93.65720000000002
"Ginger, raw",Ghana (National),,2018,84.0,1151.0,96.684
"Ginger, raw",Ghana (National),,2019,86.0,1109.9,95.4514
"Ginger, raw",Ghana (National),,2020,85.0,1163.3,98.8805
"Ginger, raw",Ghana (National),,2021,85.0,1141.2,97.002
"Ginger, raw",Ghana (National),,2022,85.0,1138.0,96.73
"Ginger, raw",Ghana (National),,2023,85.0,1147.4,97.529
"Ginger, raw",Ghana (National),,2024,85.0,1142.2,97.087
Groundnuts,ASHANTI,,2011,6261.599999999999,1300.44,8142.827999999999
Groundnuts,BRONG AHAFO,,2011,11722.0,1168.27,13694.51
Groundnuts,EASTERN ,,2011,,,0.0
Groundnuts,GREATER ACCRA,,2011,,,0.0
Groundnuts,NORTHERN,,2011,130351.5,1722.09,224476.39
Groundnuts,UPPER EAST,,2011,75840.0,745.31,56524.00000000001
Groundnuts,UPPER WEST,,2011,132605.2,1223.67,162264.78
Groundnuts,VOLTA,,2011,,,0.0
Groundnuts,WESTERN,,2011,,,0.0
"Groundnuts, excluding shelled",Ghana (National),,2012,345186.0,1376.2,475044.9732
"Groundnuts, excluding shelled",Ghana (National),,2013,328940.0,1242.8,408806.632
"Groundnuts, excluding shelled",Ghana (National),,2014,334000.0,1276.3,426284.2
"Groundnuts, excluding shelled",Ghana (National),,2015,336450.0,1240.0,417198.0
"Groundnuts, excluding shelled",Ghana (National),,2016,336450.0,1265.6,425811.12
"Groundnuts, excluding shelled",Ghana (National),,2017,338000.0,1283.3,433755.4
"Groundnuts, excluding shelled",Ghana (National),,2018,320000.0,1628.2,521024.0
"Groundnuts, excluding shelled",Ghana (National),,2019,337000.0,1670.6,562992.2
"Groundnuts, excluding shelled",Ghana (National),,2020,337000.0,1676.6,565014.2
"Groundnuts, excluding shelled",Ghana (National),,2021,273000.0,1838.8,501992.4
"Groundnuts, excluding shelled",Ghana (National),,2022,370000.0,1651.4,611018.0
"Groundnuts, excluding shelled",Ghana (National),,2023,370000.0,1718.9,635993.0
"Groundnuts, excluding shelled",Ghana (National),,2024,370000.0,1689.2,625004.0
Karite nuts (sheanuts),Ghana (National),,2012,30500.0,1092.1,33309.05
Karite nuts (sheanuts),Ghana (National),,2013,30500.0,1102.6,33629.3
Karite nuts (sheanuts),Ghana (National),,2014,31000.0,1106.5,34301.5
Karite nuts (sheanuts),Ghana (National),,2015,31470.0,1089.9,34299.153
Karite nuts (sheanuts),Ghana (National),,2016,33057.0,1037.6,34299.943199999994
Karite nuts (sheanuts),Ghana (National),,2017,31842.0,1060.9,33781.177800000005
Karite nuts (sheanuts),Ghana (National),,2018,31594.0,1058.5,33442.249
Karite nuts (sheanuts),Ghana (National),,2019,31572.0,1052.8,33239.0016
Karite nuts (sheanuts),Ghana (National),,2020,31922.0,1045.9,33387.219800000006
Karite nuts (sheanuts),Ghana (National),,2021,33028.0,1041.5,34398.662
Karite nuts (sheanuts),Ghana (National),,2022,33256.0,1040.4,34599.542400000006
Karite nuts (sheanuts),Ghana (National),,2023,32735.0,1062.0,34764.57
Karite nuts (sheanuts),Ghana (National),,2024,33006.0,1058.2,34926.9492
Kola nuts,Ghana (National),,2012,86015.0,280.8,24153.012
Kola nuts,Ghana (National),,2013,82132.0,280.8,23062.6656
Kola nuts,Ghana (National),,2014,80572.0,282.3,22745.4756
Kola nuts,Ghana (National),,2015,85367.0,282.2,24090.5674
Kola nuts,Ghana (National),,2016,82690.0,281.8,23302.042
Kola nuts,Ghana (National),,2017,83507.0,282.7,23607.4289
Kola nuts,Ghana (National),,2018,84835.0,283.4,24042.239
Kola nuts,Ghana (National),,2019,85975.0,284.1,24425.497500000005
Kola nuts,Ghana (National),,2020,86934.0,284.4,24724.0296
Kola nuts,Ghana (National),,2021,88191.0,284.4,25081.5204
Kola nuts,Ghana (National),,2022,88115.0,284.1,25033.471500000003
Kola nuts,Ghana (National),,2023,87747.0,284.3,24946.472100000003
Kola nuts,Ghana (National),,2024,88018.0,284.3,25023.5174
Lemons and limes,Ghana (National),,2012,7000.0,6571.4,45999.8
Lemons and limes,Ghana (National),,2013,7174.0,6460.4,46346.90959999999
Lemons and limes,Ghana (National),,2014,7200.0,6458.3,46499.76
Lemons and limes,Ghana (National),,2015,7175.0,6505.3,46675.5275
Lemons and limes,Ghana (National),,2016,7145.0,6557.4,46852.623
Lemons and limes,Ghana (National),,2017,7124.0,6601.5,47029.086
Lemons and limes,Ghana (National),,2018,7118.0,6632.7,47211.5586
Lemons and limes,Ghana (National),,2019,7119.0,6657.8,47396.87820000001
Lemons and limes,Ghana (National),,2020,7125.0,6677.9,47580.0375
Lemons and limes,Ghana (National),,2021,7172.0,6710.0,48124.12
Lemons and limes,Ghana (National),,2022,7176.0,6742.4,48383.4624
Lemons and limes,Ghana (National),,2023,7184.0,6771.9,48649.3296
Lemons and limes,Ghana (National),,2024,7191.0,6801.3,48908.14830000001
Maize,ASHANTI,,2011,153936.37550000005,1128.61,173734.52019999997
Maize,BRONG AHAFO,,2011,236651.0,1837.05,434740.50000000006
Maize,CENTRAL ,,2011,104600.51,1934.62,202361.98340000003
Maize,EASTERN ,,2011,174573.2,2086.03,364165.6
Maize,GREATER ACCRA,,2011,3930.69,1134.98,4461.252
Maize,NORTHERN,,2011,134722.6216,1429.63,192604.11347200003
Maize,UPPER EAST,,2011,43370.0,1735.6,75273.1
Maize,UPPER WEST,,2011,67350.0,1227.19,82651.0
Maize,VOLTA,,2011,53923.0,1814.76,97857.329
Maize,WESTERN,,2011,50120.0,1120.0,56134.40000000001
Maize,Western, Amenfi East,2011,4600.0,1380.0,6348.0
Maize,Western,Amenfi  West (Wassa Amenfi),2011,4400.0,1400.0,6160.0
Maize,Western,Aowin -Suaman,2011,7900.0,1460.0,11534.0
Maize,Western,Bia,2011,5000.0,1600.0,8000.0
Maize,Western,Bibiani-Anhwiaso-Bekwai,2011,4700.0,1420.0,6674.0
Maize,Western,East Nzema,2011,1620.0,1330.0,2154.6
Maize,Western,Jomoro,2011,900.0,1300.0,1170.0
Maize,Western,Juabeso,2011,7100.0,,
Maize,Western,Mporhor Wassa East,2011,2100.0,1320.0,2772.0
Maize,Western,Sefwi-Wiaso,2011,7150.0,1460.0,10439.0
Maize,Western,Shama Ahanta East,2011,1000.0,1120.0,1120.0
Maize,Western,Wassa West,2011,2200.0,1180.0,2596.0
Maize,Western,West Ahanta,2011,1450.0,1150.0,1667.5
Maize (corn),Ghana (National),,2012,1042083.0,1871.2,1949945.7096
Maize (corn),Ghana (National),,2013,1023459.0,1724.0,1764443.316
Maize (corn),Ghana (National),,2014,1019000.0,1729.1,1761952.9
Maize (corn),Ghana (National),,2015,880250.0,1921.8,1691664.45
Maize (corn),Ghana (National),,2016,883031.0,1950.0,1721910.45
Maize (corn),Ghana (National),,2017,1000000.0,2011.2,2011200.0
Maize (corn),Ghana (National),,2018,1021000.0,2258.9,2306336.9
Maize (corn),Ghana (National),,2019,1150000.0,2531.3,2910995.0
Maize (corn),Ghana (National),,2020,1189000.0,2582.8,3070949.2
Maize (corn),Ghana (National),,2021,1266000.0,2530.0,3202980.0
Maize (corn),Ghana (National),,2022,1300000.0,2504.4,3255720.0
Maize (corn),Ghana (National),,2023,1300000.0,2753.1,3579030.0
Maize (corn),Ghana (National),,2024,1368623.0,2772.1,3793959.8183
"Mangoes, guavas and mangosteens",Ghana (National),,2012,7200.0,12500.0,90000.0
"Mangoes, guavas and mangosteens",Ghana (National),,2013,7400.0,12900.0,95460.0
"Mangoes, guavas and mangosteens",Ghana (National),,2014,7550.0,13160.0,99358.0
"Mangoes, guavas and mangosteens",Ghana (National),,2015,7550.0,13160.0,99358.0
"Mangoes, guavas and mangosteens",Ghana (National),,2016,7550.0,13160.0,99358.0
"Mangoes, guavas and mangosteens",Ghana (National),,2017,7342.0,13530.7,99342.3994
"Mangoes, guavas and mangosteens",Ghana (National),,2018,7124.0,13902.8,99043.5472
"Mangoes, guavas and mangosteens",Ghana (National),,2019,7339.0,13435.2,98600.9328
"Mangoes, guavas and mangosteens",Ghana (National),,2020,7085.0,13845.4,98094.659
"Mangoes, guavas and mangosteens",Ghana (National),,2021,7088.0,14373.4,101878.6592
"Mangoes, guavas and mangosteens",Ghana (National),,2022,7171.0,14163.0,101562.873
"Mangoes, guavas and mangosteens",Ghana (National),,2023,7115.0,14365.6,102211.244
"Mangoes, guavas and mangosteens",Ghana (National),,2024,7124.0,14438.8,102862.0112
Millet,ASHANTI,,2011,,,0.0
Millet,CENTRAL ,,2011,,,0.0
Millet,EASTERN ,,2011,,,0.0
Millet,GREATER ACCRA,,2011,,,0.0
Millet,Ghana (National),,2012,172470.0,1041.8,179679.246
Millet,Ghana (National),,2013,160737.0,965.1,155127.27870000002
